Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
Maleficent,Robert Stromberg,Angelina Jolie,2014,6.9,56.0,PG,Action,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",97.0
Spy Kids,Robert Rodriguez,Alexa PenaVega,2001,5.6,71.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Robots,Chris Wedge,Ewan McGregor,2005,6.4,64.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Rango,Gore Verbinski,Johnny Depp,2011,7.3,75.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Sister Act,Emile Ardolino,Whoopi Goldberg,1992,6.5,51.0,PG,Comedy,Family,Music,"https://m.media-amazon.com/images/M/MV5BNTFmOTYxOWMtMDE2MC00ODhmLTlhM2QtZjZkZmVhZGYyNGFlXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Return to Oz,Walter Murch,Fairuza Balk,1985,6.7,42.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNmM1YmM1NjAtNTlhMC00YjJiLTlkNjctZmVjYjIyMTRiMzBlXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_QL75_UX190_CR0,7,190,281_.jpg",113.0
Garfield: The Movie,Peter Hewitt,Breckin Meyer,2004,5.0,27.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_QL75_UY281_CR0,0,190,281_.jpg",80.0
Ice Age: Collision Course,Michael Thurmeier,Ray Romano,2016,5.7,34.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Lightyear,Angus MacLane,Chris Evans,2022,6.1,60.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYTg2Zjk0ZTctM2ZmMi00MDRmLWJjOGYtNWM0YjBmZTBjMjRkXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
The Parent Trap,David Swift,Hayley Mills,1961,7.2,73.0,G,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMzc1N2VhOTctMzVjZi00NWEyLTk2N2QtOWFjZDExOTBkODBjXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_QL75_UX190_CR0,4,190,281_.jpg",129.0
The Little Mermaid,Ron Clements,Jodi Benson,1989,7.6,88.0,G,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BOWUyNDA0ZmItMzg2My00YjJhLTk1N2QtYTAxYTc0NzMzNDI0XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_QL75_UX190_CR0,2,190,281_.jpg",83.0
The Emperor's New Groove,Mark Dindal,David Spade,2000,7.4,70.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjFkMzk2OWUtNjFmZC00ZTJhLTlkNGYtYjc2YWNkNmJmNzczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",78.0
The Little Rascals,Penelope Spheeris,Travis Tedford,1994,6.3,45.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BM2JlNzMzM2MtY2M0Mi00ZjcxLWFkOTYtYzk1ZTY4MDA2NjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,2,190,281_.jpg",82.0
The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway,2004,5.8,43.0,G,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BODljNTU2ZGMtMWI5Yy00MGNkLTg2MTktN2NhZjY0NDcwMDhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",113.0
Pee-wee's Big Adventure,Tim Burton,Paul Reubens,1985,7.0,47.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYTQ2MmVlNzctZGE5Ni00MGMwLWJmMWYtODAzZmRlZTljMGEzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,4,190,281_.jpg",91.0
Miss Peregrine's Home for Peculiar Children,Tim Burton,Eva Green,2016,6.7,57.0,PG-13,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_QL75_UY281_CR17,0,190,281_.jpg",127.0
Atlantis: The Lost Empire,Gary Trousdale,Michael J. Fox,2001,6.9,52.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BNjM2NzNjMDAtZTAyMi00NTQzLWFlMTctNTUzMGE1ODE2NDRlXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UY281_CR0,0,190,281_.jpg",95.0
My Neighbor Totoro,Hayao Miyazaki,Hitoshi Takagi,1988,8.1,86.0,G,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",86.0
Rio,Carlos Saldanha,Jesse Eisenberg,2011,6.9,63.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
Night at the Museum: Battle of the Smithsonian,Shawn Levy,Ben Stiller,2009,6.0,42.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR5,0,190,281_.jpg",105.0
Tarzan,Chris Buck,Tony Goldwyn,1999,7.3,80.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Raya and the Last Dragon,Don Hall,Kelly Marie Tran,2021,7.3,74.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZWNiOTc4NGItNGY4YS00ZGNkLThkOWEtMDE2ODcxODEwNjkwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Frozen II,Chris Buck,Kristen Bell,2019,6.8,64.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjA0YjYyZGMtN2U0Ni00YmY4LWJkZTItYTMyMjY3NGYyMTJkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Madagascar,Eric Darnell,Chris Rock,2005,6.9,57.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",86.0
Teenage Mutant Ninja Turtles,Steve Barron,Judith Hoag,1990,6.8,51.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Megamind,Tom McGrath,Will Ferrell,2010,7.3,63.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_QL75_UX190_CR0,8,190,281_.jpg",95.0
Cars 2,John Lasseter,Owen Wilson,2011,6.2,57.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Kung Fu Panda 2,Jennifer Yuh Nelson,Jack Black,2011,7.3,67.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",90.0
The Road to El Dorado,Bibo Bergeron,Kevin Kline,2000,6.9,51.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTEzNWIwMzctOTE1YS00YjIyLTgwZGEtMTMxZDAzNzlmODMxXkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_QL75_UY281_CR2,0,190,281_.jpg",89.0
Monsters University,Dan Scanlon,Billy Crystal,2013,7.2,65.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Trolls,Mike Mitchell,Anna Kendrick,2016,6.4,55.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
Diary of a Wimpy Kid,Thor Freudenthal,Zachary Gordon,2010,6.2,56.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
My Girl,Howard Zieff,Anna Chlumsky,1991,6.9,56.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR1,0,190,281_.jpg",102.0
Sonic the Hedgehog,Jeff Fowler,Ben Schwartz,2020,6.5,47.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNTdmNmI4MzQtZTAzNS00MjhjLWEzOGQtZjI1NDNjZjk4N2JjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UY281_CR0,0,190,281_.jpg",99.0
The Bad Guys,Pierre Perifel,Sam Rockwell,2022,6.8,64.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,10,190,281_.jpg",100.0
Fantastic Mr. Fox,Wes Anderson,George Clooney,2009,7.9,83.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
Fantastic Beasts and Where to Find Them,David Yates,Eddie Redmayne,2016,7.2,66.0,PG-13,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",132.0
Sonic the Hedgehog 2,Jeff Fowler,James Marsden,2022,6.5,47.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BODRlNTY5ZjktZjE0Ni00YjZhLTk3NTItYzk0ZjYxN2QxMWEzXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UY281_CR0,0,190,281_.jpg",122.0
Journey 2: The Mysterious Island,Brad Peyton,Josh Hutcherson,2012,5.7,41.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
"Honey, I Shrunk the Kids",Joe Johnston,Rick Moranis,1989,6.4,63.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
It's a Wonderful Life,Frank Capra,James Stewart,1946,8.6,89.0,PG,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY281_CR2,0,190,281_.jpg",130.0
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Logan Lerman,2010,5.9,47.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Toy Story 2,John Lasseter,Tom Hanks,1999,7.9,88.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR0,0,190,281_.jpg",92.0
The Karate Kid,Harald Zwart,Jackie Chan,2010,6.2,61.0,PG,Action,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYjQ1NzRhYjYtMWY3My00ODA0LTk5ZDctYjQ4YjE0M2RhMGNiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",140.0
The Flintstones,Brian Levant,John Goodman,1994,5.0,38.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",91.0
Sister Act 2: Back in the Habit,Bill Duke,Whoopi Goldberg,1993,5.7,38.0,PG,Comedy,Family,Music,"https://m.media-amazon.com/images/M/MV5BMmM0YjY5YjctYzljMy00ODcxLWI3ZDItMmE1MGU5YTI5MzI3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX190_CR0,1,190,281_.jpg",107.0
Big Hero 6,Don Hall,Ryan Potter,2014,7.8,74.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",102.0
Hotel Transylvania,Genndy Tartakovsky,Adam Sandler,2012,7.0,47.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Wreck-It Ralph,Rich Moore,John C. Reilly,2012,7.7,72.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
Turning Red,Domee Shi,Rosalie Chiang,2022,7.0,83.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOWYxZDMxYWUtNjNiZC00MDE1LWI2Y2QtNWZhNDAyMGY5ZjVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Brave,Mark Andrews,Kelly Macdonald,2012,7.1,69.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Beauty and the Beast,Gary Trousdale,Paige O'Hara,1991,8.0,95.0,G,Animation,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",84.0
Ice Age,Chris Wedge,Denis Leary,2002,7.5,61.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BM2JmZGJkNzAtOWI0MC00ZmE5LWIwMjYtODU0OGUxNDg4ZDkwXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX190_CR0,2,190,281_.jpg",81.0
The Secret Life of Pets,Chris Renaud,Louis C.K.,2016,6.5,61.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_QL75_UX190_CR0,10,190,281_.jpg",86.0
Aladdin,Ron Clements,Scott Weinger,1992,8.0,86.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg",90.0
Mary Poppins,Robert Stevenson,Julie Andrews,1964,7.8,88.0,G,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",139.0
Bridge to Terabithia,Gabor Csupo,Josh Hutcherson,2007,7.2,74.0,PG,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
Mulan,Tony Bancroft,Ming-Na Wen,1998,7.7,72.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
Kung Fu Panda 3,Alessandro Carloni,Jack Black,2016,7.1,66.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
The Jungle Book,Jon Favreau,Neel Sethi,2016,7.4,77.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Alice in Wonderland,Tim Burton,Mia Wasikowska,2010,6.4,53.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Fantastic Beasts: The Secrets of Dumbledore,David Yates,Eddie Redmayne,2022,6.2,47.0,PG-13,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZGQ1NjQyNDMtNzFlZS00ZGIzLTliMWUtNGJkMGMzNTBjNDg0XkEyXkFqcGdeQXVyMTE1NDI5MDQx._V1_QL75_UX190_CR0,0,190,281_.jpg",142.0
Holes,Andrew Davis,Shia LaBeouf,2003,7.0,71.0,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMTg0MTU5ODkwM15BMl5BanBnXkFtZTYwMzgxNzY3._V1_QL75_UY281_CR0,0,190,281_.jpg",117.0
Little Women,Gillian Armstrong,Susan Sarandon,1994,7.3,87.0,PG,Drama,Family,Romance,"https://m.media-amazon.com/images/M/MV5BNzY2M2IzNWMtMWFkMS00ODk1LWI3NGYtNTBiYTc5MTA0Y2YzXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_QL75_UY281_CR3,0,190,281_.jpg",115.0
Harry Potter and the Half-Blood Prince,David Yates,Daniel Radcliffe,2009,7.6,78.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_QL75_UX190_CR0,6,190,281_.jpg",153.0
The Princess and the Frog,Ron Clements,Anika Noni Rose,2009,7.2,73.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNmJkZjk1OTUtNzQ3NC00M2I1LTgzNTQtYzk4MmMyNDk0MTY3XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_QL75_UX190_CR0,0,190,281_.jpg",97.0
Hook,Steven Spielberg,Dustin Hoffman,1991,6.8,52.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNjMxODllYTEtN2NmOS00NmE1LWFhMzUtOWRmZmQwZjgwOWM2XkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",142.0
How to Train Your Dragon,Dean DeBlois,Jay Baruchel,2010,8.1,75.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",98.0
Toy Story 3,Lee Unkrich,Tom Hanks,2010,8.3,92.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",103.0
Camp Nowhere,Jonathan Prince,Jonathan Jackson,1994,6.1,57.1,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BM2I5NTc3NDItMTI2Yi00OGU2LWFmOGItMDlhN2U2ZGM2YmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",96.0
A Bug's Life,John Lasseter,Kevin Spacey,1998,7.2,78.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNThmZGY4NzgtMTM4OC00NzNkLWEwNmEtMjdhMGY5YTc1NDE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg",95.0
Leo,Robert Marianetti,Adam Sandler,2023,7.0,65.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTVkYTBlZDEtZmUxNS00ZjgzLWFjOGItNDdlMjdkYzg1ZmQ4XkEyXkFqcGdeQXVyMTU3NDg0OTgx._V1_QL75_UX190_CR0,2,190,281_.jpg",102.0
Lilo & Stitch,Dean DeBlois,Daveigh Chase,2002,7.3,74.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYTY5MGE4MjEtNTMzYy00ODAxLWFiNDQtNzhlOGJiZWIzNDhkXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",85.0
Harry Potter and the Order of the Phoenix,David Yates,Daniel Radcliffe,2007,7.5,71.0,PG-13,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BOTA3MmRmZDgtOWU1Ny00ZDc5LWFkN2YtNzNlY2UxZmY0N2IyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,2,190,281_.jpg",138.0
Toy Story 4,Josh Cooley,Tom Hanks,2019,7.7,84.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Hercules,Ron Clements,Tate Donovan,1997,7.3,74.0,G,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Shrek 2,Andrew Adamson,Mike Myers,2004,7.3,75.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",93.0
Annie,John Huston,Aileen Quinn,1982,6.6,39.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",127.0
Sing,Garth Jennings,Matthew McConaughey,2016,7.1,59.0,PG,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Luca,Enrico Casarosa,Jacob Tremblay,2021,7.4,71.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZTQyNTU0MDktYTFkYi00ZjNhLWE2ODctMzBkM2U1ZTk3YTMzXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Who Framed Roger Rabbit,Robert Zemeckis,Bob Hoskins,1988,7.7,83.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR0,0,190,281_.jpg",104.0
Incredibles 2,Brad Bird,Craig T. Nelson,2018,7.5,80.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
